0,0210;-0,1329;0,4593;0,8385;0,965
0,0220;-0,1290;0,4417;0,8521;0,968
0,0230;-0,1251;0,4222;0,8619;0,968
0,0230;-0,1192;0,4085;0,8971;0,993
0,0240;-0,1173;0,4026;0,9088;1,001
0,0250;-0,1114;0,3968;0,9205;1,009
0,0260;-0,1114;0,4007;0,9264;1,015
0,0280;-0,1231;0,4280;0,9205;1,023
0,0290;-0,1329;0,4456;0,9069;1,019
0,0300;-0,1368;0,4573;0,8990;1,018
0,0320;-0,1349;0,4613;0,8932;1,014
0,0320;-0,1251;0,4495;0,9010;1,015
0,0330;-0,1173;0,4495;0,9049;1,017
0,0360;-0,1114;0,4417;0,9049;1,013
0,0420;-0,1055;0,4339;0,9010;1,006
0,0810;-0,0997;0,4183;0,8971;0,995
0,0820;-0,1016;0,4163;0,8971;0,994
0,0840;-0,1016;0,4183;0,8990;0,997
0,0850;-0,1036;0,4202;0,8912;0,991
0,1020;-0,1075;0,4261;0,8736;0,978
0,1040;-0,1055;0,4300;0,8619;0,969
0,1180;-0,0997;0,4280;0,8541;0,961
0,1190;-0,0997;0,4300;0,8560;0,963
0,1330;-0,1055;0,4339;0,8717;0,979
0,1480;-0,1094;0,4339;0,8893;0,996
0,1490;-0,1153;0,4339;0,9010;1,007
0,1660;-0,1094;0,4280;0,8990;1,002
0,1770;-0,0997;0,4124;0,8990;0,994
0,1780;-0,0899;0,4046;0,8873;0,979
0,1900;-0,0840;0,4046;0,8854;0,977
0,1980;-0,0801;0,4026;0,8775;0,969
0,2080;-0,0821;0,4124;0,8756;0,971
0,2200;-0,0880;0,4241;0,8775;0,979
0,2280;-0,0840;0,4319;0,8756;0,980
0,2380;-0,0821;0,4319;0,8717;0,976
0,2480;-0,0743;0,4261;0,8717;0,973
0,2600;-0,0704;0,4241;0,8815;0,981
0,2790;-0,0723;0,4241;0,8912;0,990
0,2800;-0,0723;0,4241;0,8912;0,990
0,2920;-0,0606;0,4143;0,8815;0,976
0,3030;-0,0528;0,4124;0,8717;0,966
0,3080;-0,0489;0,4046;0,8717;0,962
0,3180;-0,0469;0,4026;0,8736;0,963
