0,0020;0,3713;0,2482;1,0222;1,116
0,0030;0,2853;0,1642;1,1844;1,229
0,0040;0,1642;0,0938;1,2938;1,308
0,0050;-0,1388;0,1407;1,2215;1,237
0,0060;-0,1915;0,2287;1,1609;1,199
0,0060;-0,1290;0,3088;1,1551;1,203
0,0070;0,0450;0,4613;1,2743;1,356
0,0080;0,0586;0,4984;1,2450;1,342
0,0150;0,0039;0,4710;1,2118;1,300
0,0490;-0,0782;0,4417;1,1258;1,212
0,0510;-0,1681;0,4261;0,9381;1,044
0,0570;-0,1349;0,3772;0,9088;0,993
0,0580;-0,0782;0,3186;0,8697;0,930
0,0680;-0,0391;0,3029;0,8502;0,903
0,0780;0,0645;0,2424;1,3681;1,391
0,0980;0,0938;0,1779;0,9245;0,946
0,1000;0,0645;0,1524;1,0378;1,051
0,1130;0,0547;0,1896;0,8834;0,905
0,1140;0,0919;0,2052;0,7407;0,774
0,1420;0,1036;0,1876;0,7388;0,769
0,1440;0,0977;0,1779;0,7290;0,757
0,1450;0,0723;0,1642;0,6997;0,722
0,1950;0,0606;0,1446;0,7329;0,750
0,1960;0,0665;0,1427;0,7486;0,765
0,1970;0,0880;0,1446;0,7212;0,741
0,1980;0,1055;0,1446;0,7505;0,772
0,2000;0,0723;0,1153;0,8560;0,867
0,2040;0,0645;0,0723;0,8971;0,902
0,2290;0,0567;0,0235;0,9694;0,971
0,2300;0,0860;-0,0254;1,2020;1,205
0,2350;-0,0215;0,0078;1,1277;1,128
0,2460;-0,0215;0,0098;1,1805;1,181
0,2540;-0,0450;0,0039;1,1551;1,156
0,2640;-0,0625;0,0020;1,0945;1,096
0,2740;-0,0235;0,0645;1,0359;1,038
0,2920;0,0039;0,1153;0,9811;0,988
0,2970;0,0508;0,1505;0,9381;0,951
0,3130;0,1368;0,1583;0,9127;0,936
0,3140;0,1094;0,1896;0,8912;0,918
0,3240;0,0919;0,1564;0,8267;0,846
0,3340;0,0645;0,1055;0,7779;0,788
0,3450;0,0469;0,0977;0,7896;0,797
0,3540;0,0469;0,1974;0,9049;0,927
0,3640;0,0723;0,2443;0,9479;0,982
0,3740;0,0782;0,2560;0,9499;0,987
0,3920;0,0684;0,2560;0,9538;0,990
0,3950;0,0371;0,2541;0,9655;0,999
0,4040;0,0020;0,2502;0,9538;0,986
0,4140;-0,0410;0,2326;0,9049;0,935
0,4240;-0,0684;0,2795;0,9245;0,968
0,4340;-0,0410;0,2169;0,9538;0,979
0,4450;-0,0391;0,1779;0,9792;0,996
0,4540;-0,0156;0,1837;1,0046;1,021
0,4640;0,0195;0,2267;0,9811;1,007
0,4740;-0,0020;0,2893;0,9323;0,976
0,4880;-0,0176;0,2853;0,9616;1,003
0,5000;-0,0293;0,2639;0,9772;1,013
0,5040;-0,0508;0,2678;0,9753;1,013
0,5160;-0,0606;0,2775;1,0085;1,048
0,5240;-0,0469;0,2248;0,9596;0,987
0,5340;-0,0684;0,2111;0,9342;0,960
0,5450;-0,0508;0,2169;0,9186;0,945
0,5540;-0,0410;0,2541;0,9069;0,943
0,5640;-0,0078;0,2834;1,0046;1,044
0,5740;0,0117;0,2502;1,0144;1,045
0,5880;0,0215;0,1954;0,9811;1,001
0,6020;0,0371;0,1915;0,9635;0,983
0,6040;0,0371;0,2209;0,9577;0,984
0,6160;0,0274;0,2306;0,9440;0,972
0,6240;0,0117;0,2345;0,9323;0,961
0,6340;-0,0059;0,2150;0,9245;0,949
0,6470;0,0000;0,2130;0,9127;0,937
0,6540;0,0098;0,2228;0,9147;0,941
0,6640;0,0176;0,2306;0,9225;0,951
0,6740;0,0137;0,2404;0,9420;0,972
0,6900;0,0137;0,2365;0,9538;0,983
0,7020;0,0117;0,2287;0,9577;0,985
0,7040;0,0000;0,2267;0,9440;0,971
0,7170;-0,0078;0,2424;0,9284;0,960
0,7240;-0,0117;0,2541;0,9303;0,964
0,7340;-0,0156;0,2717;0,9420;0,981
0,7480;-0,0156;0,2951;0,9479;0,993
0,7540;-0,0469;0,2990;0,9049;0,954
0,7650;-0,0371;0,2756;0,9577;0,997
0,7740;-0,0469;0,2834;0,9772;1,019
0,7940;-0,0391;0,2834;0,9831;1,024
0,7960;-0,0371;0,2697;0,9264;0,966
0,8040;-0,0313;0,2580;0,9557;0,990
0,8140;-0,0156;0,2580;1,0026;1,035
0,8240;-0,0117;0,2541;1,0222;1,053
0,8350;-0,0371;0,2306;1,0144;1,041
0,8480;-0,0313;0,2384;1,0202;1,048
0,8540;-0,0293;0,2482;1,0085;1,039
0,8650;-0,0430;0,2639;0,9733;1,009
0,8740;-0,0254;0,2912;0,9420;0,986
0,9210;-0,0332;0,2814;0,9479;0,989
0,9220;-0,0352;0,2853;0,9499;0,992
0,9230;-0,0293;0,2853;0,9538;0,996
0,9270;-0,0235;0,2717;0,9440;0,983
0,9270;-0,0293;0,2717;0,9420;0,981
0,9340;-0,0352;0,2717;0,9616;1,000
0,9470;-0,0410;0,2736;0,9616;1,001
0,9540;-0,0410;0,2971;0,9381;0,985
0,9640;-0,0391;0,3088;0,9069;0,959
0,9740;-0,0450;0,3147;0,8756;0,932
0,9900;-0,0782;0,3362;0,8580;0,925
1,0030;-0,0391;0,2893;0,8971;0,943
1,0050;-0,0469;0,2775;0,9362;0,978
1,0150;-0,0567;0,2736;0,9538;0,994
1,0240;-0,0665;0,2697;0,9596;0,999
1,0340;-0,0645;0,2443;0,9772;1,009
1,0460;-0,0586;0,2404;0,9811;1,012
1,0550;-0,0645;0,2463;0,9909;1,023
1,0640;-0,0704;0,2580;1,0026;1,038
1,0740;-0,0821;0,2678;1,0007;1,039
1,1790;-0,0880;0,2756;0,9929;1,034
1,1800;-0,0801;0,2873;0,9792;1,024
1,1810;-0,0684;0,2912;0,9596;1,005
1,1820;-0,0450;0,2697;0,9323;0,972
1,1830;-0,0410;0,2619;0,9264;0,964
1,1850;-0,0430;0,2580;0,9284;0,965
1,1860;-0,0430;0,2599;0,9205;0,958
1,1870;-0,0332;0,2658;0,9245;0,962
1,1880;-0,0371;0,2580;0,9596;0,994
1,1890;-0,0469;0,2541;0,9850;1,018
1,1900;-0,0547;0,2482;0,9792;1,012
1,1990;-0,0645;0,2775;0,9538;0,995
1,2040;-0,0645;0,2853;0,9225;0,968
1,2230;-0,1075;0,3479;0,8932;0,965
1,2250;-0,0606;0,3459;0,9166;0,982
1,2350;-0,0293;0,2287;0,9479;0,976
1,2460;-0,0528;0,2384;0,9420;0,973
1,2540;-0,0508;0,2599;0,9381;0,975
1,2640;-0,0293;0,2580;0,9538;0,988
1,2740;-0,0117;0,2111;0,9753;0,998
1,2900;-0,0176;0,1876;0,9948;1,013
1,2940;-0,0137;0,1915;1,0105;1,029
1,3040;-0,0137;0,2111;0,9909;1,013
1,3140;-0,0528;0,2932;0,9401;0,986
1,3240;-0,0489;0,2932;0,9049;0,952
1,3340;-0,0371;0,2599;0,8971;0,935
1,3470;-0,0450;0,2404;0,9127;0,945
1,3540;-0,0410;0,2404;0,9460;0,977
1,3640;-0,0410;0,2560;0,9538;0,988
1,3740;-0,0469;0,2599;0,9596;0,995
1,3900;-0,0489;0,2580;0,9733;1,008
1,4010;-0,0410;0,2384;0,9811;1,011
1,4040;-0,0489;0,2463;0,9850;1,017
1,4490;-0,0469;0,2541;0,9714;1,005
1,4500;-0,0567;0,2775;0,9127;0,956
1,4510;-0,0547;0,2893;0,9088;0,955
1,4520;-0,0528;0,2853;0,9147;0,960
1,4550;-0,0547;0,2814;0,9166;0,960
1,4640;-0,0352;0,2599;0,9460;0,982
1,4740;-0,0293;0,2541;0,9714;1,004
1,5100;-0,0313;0,2482;0,9929;1,024
1,5110;-0,0313;0,2384;1,0007;1,029
1,5120;-0,0332;0,2599;0,9616;0,997
1,5150;-0,0332;0,2736;0,9381;0,978
1,5240;-0,0430;0,2834;0,9245;0,968
1,5340;-0,0489;0,2853;0,9264;0,971
1,5460;-0,0508;0,2814;0,9362;0,979
1,5540;-0,0508;0,2736;0,9557;0,995
1,5640;-0,0489;0,2697;0,9577;0,996
1,5740;-0,0410;0,2639;0,9577;0,994
1,6010;-0,0274;0,2619;0,9401;0,976
1,6020;-0,0235;0,2599;0,9362;0,972
1,6050;-0,0235;0,2482;0,9479;0,980
1,6170;-0,0293;0,2424;0,9518;0,983
1,6240;-0,0235;0,2502;0,9401;0,973
1,6350;-0,0254;0,2541;0,9381;0,972
1,6480;-0,0352;0,2678;0,9362;0,974
1,6540;-0,0450;0,2736;0,9440;0,984
1,6640;-0,0410;0,2658;0,9557;0,993
1,6740;-0,0410;0,2599;0,9538;0,989
1,6940;-0,0391;0,2639;0,9557;0,992
1,6950;-0,0410;0,2697;0,9635;1,001
1,7040;-0,0489;0,2678;0,9557;0,994
1,7150;-0,0469;0,2560;0,9479;0,983
1,7240;-0,0450;0,2482;0,9557;0,988
1,7340;-0,0450;0,2521;0,9577;0,991
1,7500;-0,0450;0,2599;0,9538;0,990
1,7540;-0,0450;0,2639;0,9518;0,989
1,7640;-0,0489;0,2619;0,9499;0,987
1,7740;-0,0450;0,2560;0,9518;0,987
1,7910;-0,0391;0,2521;0,9518;0,985
1,7950;-0,0332;0,2521;0,9538;0,987
1,8040;-0,0371;0,2502;0,9538;0,987
1,8150;-0,0410;0,2502;0,9557;0,989
1,8240;-0,0332;0,2365;0,9675;0,996
1,8340;-0,0293;0,2365;0,9675;0,996
1,8450;-0,0293;0,2443;0,9635;0,994
1,8540;-0,0313;0,2502;0,9557;0,988
1,8670;-0,0352;0,2502;0,9557;0,989
1,8740;-0,0332;0,2463;0,9518;0,984
1,8930;-0,0352;0,2502;0,9518;0,985
1,9030;-0,0332;0,2580;0,9460;0,981
1,9040;-0,0332;0,2619;0,9342;0,971
1,9150;-0,0371;0,2599;0,9342;0,970
1,9240;-0,0391;0,2541;0,9381;0,973
1,9340;-0,0410;0,2521;0,9342;0,969
1,9480;-0,0469;0,2658;0,9342;0,972
1,9540;-0,0450;0,2678;0,9362;0,975
1,9640;-0,0450;0,2678;0,9362;0,975
1,9740;-0,0469;0,2639;0,9342;0,972
1,9890;-0,0469;0,2599;0,9342;0,971
2,0000;-0,0410;0,2521;0,9362;0,970
2,0040;-0,0352;0,2424;0,9381;0,970
2,0150;-0,0332;0,2384;0,9381;0,969
2,0240;-0,0371;0,2482;0,9440;0,977
2,0340;-0,0391;0,2521;0,9440;0,978
2,0460;-0,0410;0,2463;0,9479;0,980
2,0540;-0,0410;0,2424;0,9557;0,987
2,0640;-0,0332;0,2404;0,9655;0,996
2,0740;-0,0313;0,2463;0,9655;0,997
2,0870;-0,0332;0,2463;0,9635;0,995
2,1010;-0,0293;0,2424;0,9518;0,983
2,1040;-0,0293;0,2541;0,9245;0,959
2,1140;-0,0313;0,2580;0,9166;0,953
2,1240;-0,0313;0,2541;0,9166;0,952
2,1340;-0,0293;0,2502;0,9205;0,954
2,1460;-0,0293;0,2521;0,9460;0,979
2,1540;-0,0352;0,2482;0,9635;0,996
2,1640;-0,0332;0,2404;0,9753;1,005
2,1740;-0,0313;0,2404;0,9772;1,007
2,1890;-0,0332;0,2463;0,9772;1,008
2,1940;-0,0391;0,2521;0,9772;1,010
2,2040;-0,0410;0,2560;0,9714;1,005
2,2170;-0,0391;0,2560;0,9655;1,000
2,2240;-0,0528;0,2658;0,9557;0,993
2,2340;-0,0528;0,2697;0,9557;0,994
2,2450;-0,0547;0,2678;0,9635;1,002
2,2540;-0,0469;0,2658;0,9635;1,001
2,2640;-0,0489;0,2697;0,9577;0,996
2,2740;-0,0508;0,2756;0,9538;0,994
2,2930;-0,0469;0,2775;0,9499;0,991
2,2940;-0,0450;0,2736;0,9499;0,990
2,3050;-0,0410;0,2639;0,9538;0,990
2,3140;-0,0371;0,2502;0,9635;0,996
2,3240;-0,0371;0,2502;0,9714;1,004
2,3340;-0,0313;0,2521;0,9831;1,015
2,3460;-0,0293;0,2482;0,9890;1,020
2,3540;-0,0254;0,2463;0,9890;1,019
